,Loss_RoomType,Loss_RoomBound,TotalLoss
0,0.028300000354647636,0.5891000032424927,0.30869999527931213
1,0.0272000003606081,0.602400004863739,0.3147999942302704
2,0.051500000059604645,0.5939000248908997,0.32269999384880066
3,0.02969999983906746,0.5922999978065491,0.3109999895095825
4,0.026000000536441803,0.6010000109672546,0.31349998712539673
5,0.022199999541044235,0.5924000144004822,0.30730000138282776
6,0.020500000566244125,0.5855000019073486,0.30300000309944153
7,0.02070000022649765,0.5849999785423279,0.3027999997138977
8,0.020500000566244125,0.5936999917030334,0.30709999799728394
9,0.022600000724196434,0.6259999871253967,0.32429999113082886
10,0.023499999195337296,0.6292999982833862,0.3264000117778778
11,0.02199999988079071,0.6022999882698059,0.31220000982284546
12,0.020500000566244125,0.5889000296592712,0.30469998717308044
13,0.055799998342990875,0.5831000208854675,0.31949999928474426
14,0.07500000298023224,0.5803999900817871,0.3276999890804291
15,0.02800000086426735,0.5787000060081482,0.3034000098705292
16,0.02160000056028366,0.5781000256538391,0.29989999532699585
17,0.0203000009059906,0.5787000060081482,0.2994999885559082
18,0.02539999969303608,0.6990000009536743,0.362199991941452
19,0.023399999365210533,0.6452999711036682,0.3343000113964081
20,0.0215000007301569,0.6062999963760376,0.3138999938964844
21,0.019899999722838402,0.5932999849319458,0.30660000443458557
22,0.019300000742077827,0.5843999981880188,0.301800012588501
23,0.01889999955892563,0.5802000164985657,0.2996000051498413
24,0.018300000578165054,0.5788999795913696,0.2985999882221222
25,0.018200000748038292,0.578499972820282,0.29840001463890076
26,0.017999999225139618,0.5778999924659729,0.29789999127388
27,0.017799999564886093,0.5781999826431274,0.2980000078678131
28,0.017999999225139618,0.5778999924659729,0.29789999127388
29,0.031599998474121094,0.6080999970436096,0.3197999894618988
30,0.08820000290870667,0.6323999762535095,0.3603000044822693
31,0.13079999387264252,0.6624000072479248,0.39660000801086426
32,0.03669999912381172,0.6110000014305115,0.3237999975681305
33,0.02539999969303608,0.5916000008583069,0.3084999918937683
34,0.023000000044703484,0.5855000019073486,0.3041999936103821
35,0.021700000390410423,0.5813999772071838,0.30149999260902405
36,0.02070000022649765,0.5795999765396118,0.3000999987125397
37,0.020099999383091927,0.5794000029563904,0.29980000853538513
38,0.020899999886751175,0.5834000110626221,0.3021000027656555
39,0.020099999383091927,0.5819000005722046,0.3009999990463257
40,0.019700000062584877,0.5809999704360962,0.3003999888896942
41,0.019500000402331352,0.5837000012397766,0.30160000920295715
42,0.022099999710917473,0.6290000081062317,0.3255999982357025
43,0.025599999353289604,0.6534000039100647,0.3395000100135803
44,0.023499999195337296,0.6068999767303467,0.31520000100135803
45,0.021400000900030136,0.5895000100135803,0.305400013923645
46,0.0203000009059906,0.583899974822998,0.3021000027656555
47,0.019300000742077827,0.5810999870300293,0.3001999855041504
48,0.018799999728798866,0.5792999863624573,0.29899999499320984
49,0.01860000006854534,0.578499972820282,0.2985000014305115
50,0.018699999898672104,0.5813999772071838,0.30000001192092896
51,0.018699999898672104,0.580299973487854,0.2994999885559082
52,0.018200000748038292,0.5788999795913696,0.2985000014305115
53,0.017799999564886093,0.5770999789237976,0.29750001430511475
54,0.01810000091791153,0.5773000121116638,0.2976999878883362
55,0.018400000408291817,0.5771999955177307,0.2978000044822693
56,0.017899999395012856,0.5766000151634216,0.2973000109195709
57,0.01759999990463257,0.5764999985694885,0.296999990940094
58,0.017400000244379044,0.57669997215271,0.2971000075340271
59,0.01730000041425228,0.5764999985694885,0.2969000041484833
60,0.017400000244379044,0.5769000053405762,0.2971999943256378
61,0.017400000244379044,0.5769000053405762,0.2971999943256378
62,0.01730000041425228,0.5767999887466431,0.296999990940094
63,0.01720000058412552,0.5769000053405762,0.2971000075340271
64,0.01720000058412552,0.5767999887466431,0.296999990940094
65,0.01720000058412552,0.5766000151634216,0.2969000041484833
66,0.017400000244379044,0.5760999917984009,0.29670000076293945
67,0.0210999995470047,0.5759000182151794,0.2985000014305115
68,0.02250000089406967,0.5758000016212463,0.29919999837875366
69,0.018699999898672104,0.5756999850273132,0.2971999943256378
70,0.01769999973475933,0.5763999819755554,0.296999990940094
71,0.017500000074505806,0.57669997215271,0.2971000075340271
72,0.017400000244379044,0.57669997215271,0.2971000075340271
73,0.01720000058412552,0.5764999985694885,0.29679998755455017
74,0.01720000058412552,0.5766000151634216,0.2969000041484833
75,0.017100000753998756,0.576200008392334,0.29670000076293945
76,0.017100000753998756,0.5763999819755554,0.29670000076293945
77,0.017100000753998756,0.576200008392334,0.29670000076293945
78,0.017000000923871994,0.5756000280380249,0.2962999939918518
79,0.017000000923871994,0.5760999917984009,0.29660001397132874
80,0.016899999231100082,0.5755000114440918,0.2962000072002411
81,0.016899999231100082,0.5753999948501587,0.296099990606308
82,0.016899999231100082,0.5751000046730042,0.29600000381469727
83,0.016899999231100082,0.5752000212669373,0.296099990606308
84,0.016899999231100082,0.5755000114440918,0.2962000072002411
85,0.016899999231100082,0.5756999850273132,0.2962999939918518
86,0.016899999231100082,0.5759999752044678,0.29649999737739563
87,0.016899999231100082,0.5759999752044678,0.2964000105857849
88,0.016899999231100082,0.5767999887466431,0.2969000041484833
89,0.01720000058412552,0.5770999789237976,0.2971999943256378
90,0.01720000058412552,0.5763999819755554,0.29679998755455017
91,0.01730000041425228,0.5756999850273132,0.29649999737739563
92,0.01720000058412552,0.5753999948501587,0.2962999939918518
93,0.017000000923871994,0.5752000212669373,0.296099990606308
94,0.016899999231100082,0.5751000046730042,0.29600000381469727
95,0.01679999940097332,0.5752000212669373,0.29600000381469727
96,0.01679999940097332,0.5751000046730042,0.29589998722076416
97,0.016699999570846558,0.5755000114440918,0.296099990606308
98,0.017000000923871994,0.5774000287055969,0.2971999943256378
99,0.01759999990463257,0.5788000226020813,0.29820001125335693
100,0.017400000244379044,0.5767999887466431,0.2971000075340271
101,0.01720000058412552,0.5759999752044678,0.29660001397132874
102,0.017100000753998756,0.5752000212669373,0.2962000072002411
103,0.017100000753998756,0.5756000280380249,0.2962999939918518
104,0.017000000923871994,0.5756000280380249,0.2962999939918518
105,0.01769999973475933,0.5751000046730042,0.2964000105857849
106,0.021299999207258224,0.5752000212669373,0.29820001125335693
107,0.018300000578165054,0.5755000114440918,0.2969000041484833
108,0.017400000244379044,0.5752999782562256,0.2962999939918518
109,0.017000000923871994,0.574999988079071,0.29600000381469727
110,0.016899999231100082,0.574999988079071,0.29600000381469727
111,0.01679999940097332,0.5748999714851379,0.29589998722076416
112,0.01679999940097332,0.5748000144958496,0.29580000042915344
113,0.016699999570846558,0.574999988079071,0.29589998722076416
114,0.016699999570846558,0.5753999948501587,0.29600000381469727
115,0.01679999940097332,0.5759000182151794,0.2962999939918518
116,0.01679999940097332,0.5763000249862671,0.29649999737739563
117,0.016899999231100082,0.57669997215271,0.29679998755455017
118,0.01679999940097332,0.5763999819755554,0.29660001397132874
119,0.01679999940097332,0.5759999752044678,0.2964000105857849
120,0.01679999940097332,0.5760999917984009,0.29649999737739563
121,0.01679999940097332,0.5756999850273132,0.2962000072002411
122,0.01679999940097332,0.5756999850273132,0.2962999939918518
123,0.017000000923871994,0.5753999948501587,0.2962000072002411
124,0.01679999940097332,0.5751000046730042,0.29589998722076416
125,0.016699999570846558,0.5748000144958496,0.29580000042915344
126,0.016599999740719795,0.5745999813079834,0.2955999970436096
127,0.016599999740719795,0.5745999813079834,0.2955999970436096
128,0.016599999740719795,0.5745999813079834,0.2955999970436096
129,0.016599999740719795,0.5748000144958496,0.2957000136375427
130,0.016899999231100082,0.574999988079071,0.29600000381469727
131,0.017000000923871994,0.5756000280380249,0.2962999939918518
132,0.017000000923871994,0.5756000280380249,0.2962999939918518
133,0.017000000923871994,0.5755000114440918,0.2962000072002411
134,0.017000000923871994,0.5755000114440918,0.2962999939918518
135,0.01810000091791153,0.5763000249862671,0.2971999943256378
136,0.017999999225139618,0.5774999856948853,0.2976999878883362
137,0.01730000041425228,0.5770000219345093,0.2971000075340271
138,0.016899999231100082,0.5767999887466431,0.29679998755455017
139,0.01679999940097332,0.5759000182151794,0.2962999939918518
140,0.016899999231100082,0.5752999782562256,0.296099990606308
141,0.016699999570846558,0.5748000144958496,0.2957000136375427
142,0.016599999740719795,0.574999988079071,0.29580000042915344
143,0.016599999740719795,0.5748000144958496,0.2957000136375427
144,0.016599999740719795,0.5745999813079834,0.2955999970436096
145,0.016599999740719795,0.5745999813079834,0.2955999970436096
146,0.016599999740719795,0.5746999979019165,0.2957000136375427
147,0.016599999740719795,0.5748000144958496,0.2957000136375427
148,0.016599999740719795,0.5748999714851379,0.29580000042915344
149,0.016699999570846558,0.5753999948501587,0.296099990606308
150,0.016899999231100082,0.5751000046730042,0.29600000381469727
151,0.017100000753998756,0.5752999782562256,0.2962000072002411
152,0.016899999231100082,0.5748999714851379,0.29589998722076416
153,0.016599999740719795,0.5741999745368958,0.2953999936580658
154,0.016599999740719795,0.5740000009536743,0.2953000068664551
155,0.016499999910593033,0.5738999843597412,0.295199990272522
156,0.016499999910593033,0.5738999843597412,0.295199990272522
157,0.016499999910593033,0.5738999843597412,0.295199990272522
158,0.016499999910593033,0.5738999843597412,0.295199990272522
159,0.016499999910593033,0.5738999843597412,0.295199990272522
160,0.016499999910593033,0.5738999843597412,0.295199990272522
161,0.016499999910593033,0.5738999843597412,0.295199990272522
162,0.01640000008046627,0.5738999843597412,0.295199990272522
163,0.01640000008046627,0.5738000273704529,0.29510000348091125
164,0.01640000008046627,0.5740000009536743,0.295199990272522
165,0.01640000008046627,0.5738999843597412,0.295199990272522
166,0.01640000008046627,0.5738000273704529,0.29510000348091125
167,0.01640000008046627,0.5738000273704529,0.29510000348091125
168,0.01640000008046627,0.5738000273704529,0.29510000348091125
169,0.01640000008046627,0.5738000273704529,0.29510000348091125
170,0.01640000008046627,0.5738000273704529,0.29510000348091125
171,0.01640000008046627,0.5738000273704529,0.29510000348091125
172,0.01640000008046627,0.5738000273704529,0.29510000348091125
173,0.01640000008046627,0.5738000273704529,0.29510000348091125
174,0.01640000008046627,0.5738000273704529,0.29510000348091125
175,0.01640000008046627,0.5738000273704529,0.29510000348091125
176,0.016499999910593033,0.5738000273704529,0.29510000348091125
177,0.01640000008046627,0.5738000273704529,0.29510000348091125
178,0.01640000008046627,0.5738000273704529,0.29510000348091125
179,0.01640000008046627,0.5737000107765198,0.29510000348091125
180,0.01640000008046627,0.5737000107765198,0.29510000348091125
181,0.01640000008046627,0.5737000107765198,0.29510000348091125
182,0.01640000008046627,0.5737000107765198,0.29510000348091125
183,0.01640000008046627,0.5737000107765198,0.29510000348091125
184,0.01640000008046627,0.5737000107765198,0.29510000348091125
185,0.01640000008046627,0.5737000107765198,0.29510000348091125
186,0.01640000008046627,0.5737000107765198,0.29510000348091125
187,0.01640000008046627,0.5738000273704529,0.29510000348091125
188,0.01640000008046627,0.5738000273704529,0.29510000348091125
189,0.01640000008046627,0.5737000107765198,0.29499998688697815
190,0.01640000008046627,0.5734999775886536,0.29499998688697815
191,0.01640000008046627,0.5734999775886536,0.29490000009536743
192,0.01640000008046627,0.5734999775886536,0.29490000009536743
193,0.01640000008046627,0.5734999775886536,0.29490000009536743
194,0.01640000008046627,0.5734999775886536,0.29490000009536743
195,0.01640000008046627,0.5734999775886536,0.29490000009536743
196,0.01640000008046627,0.5734000205993652,0.29490000009536743
197,0.01640000008046627,0.5734999775886536,0.29490000009536743
198,0.01640000008046627,0.5734999775886536,0.29490000009536743
199,0.01640000008046627,0.5734999775886536,0.29490000009536743
200,0.01640000008046627,0.5734999775886536,0.29490000009536743
201,0.01640000008046627,0.5734000205993652,0.29490000009536743
202,0.01640000008046627,0.5734000205993652,0.29490000009536743
203,0.016300000250339508,0.5734000205993652,0.29490000009536743
204,0.016300000250339508,0.5734999775886536,0.29490000009536743
205,0.016300000250339508,0.5734000205993652,0.29490000009536743
206,0.016300000250339508,0.5734000205993652,0.29490000009536743
207,0.016300000250339508,0.5734000205993652,0.29490000009536743
208,0.016300000250339508,0.5734000205993652,0.29490000009536743
209,0.016300000250339508,0.5734000205993652,0.29490000009536743
210,0.016300000250339508,0.5734000205993652,0.29490000009536743
211,0.016300000250339508,0.5734000205993652,0.29490000009536743
212,0.016300000250339508,0.5734000205993652,0.29490000009536743
213,0.016300000250339508,0.5734000205993652,0.29490000009536743
214,0.016300000250339508,0.5734000205993652,0.29490000009536743
215,0.016300000250339508,0.5734000205993652,0.29490000009536743
216,0.016300000250339508,0.5734000205993652,0.29490000009536743
217,0.016300000250339508,0.5734000205993652,0.29490000009536743
218,0.016300000250339508,0.5734000205993652,0.29490000009536743
219,0.016300000250339508,0.5734000205993652,0.29490000009536743
220,0.016300000250339508,0.5734000205993652,0.2948000133037567
221,0.016300000250339508,0.5734000205993652,0.2948000133037567
222,0.016300000250339508,0.5734000205993652,0.2948000133037567
223,0.016300000250339508,0.5734000205993652,0.2948000133037567
224,0.016300000250339508,0.5734000205993652,0.2948000133037567
225,0.016300000250339508,0.5734000205993652,0.2948000133037567
226,0.016300000250339508,0.5734000205993652,0.2948000133037567
227,0.016300000250339508,0.5734000205993652,0.2948000133037567
228,0.016300000250339508,0.5734000205993652,0.2948000133037567
229,0.016300000250339508,0.5734000205993652,0.2948000133037567
230,0.016300000250339508,0.5734000205993652,0.2948000133037567
231,0.016300000250339508,0.5733000040054321,0.2948000133037567
232,0.016300000250339508,0.5733000040054321,0.2948000133037567
233,0.016300000250339508,0.5733000040054321,0.2948000133037567
234,0.016300000250339508,0.5733000040054321,0.2948000133037567
235,0.016300000250339508,0.5733000040054321,0.2948000133037567
236,0.016300000250339508,0.5733000040054321,0.2948000133037567
237,0.016300000250339508,0.5733000040054321,0.2948000133037567
238,0.016300000250339508,0.5733000040054321,0.2948000133037567
239,0.016300000250339508,0.5733000040054321,0.2948000133037567
240,0.016300000250339508,0.5733000040054321,0.2948000133037567
241,0.016300000250339508,0.5733000040054321,0.2948000133037567
242,0.016300000250339508,0.5733000040054321,0.2948000133037567
243,0.016300000250339508,0.5733000040054321,0.2948000133037567
244,0.016300000250339508,0.5733000040054321,0.2948000133037567
245,0.016300000250339508,0.5733000040054321,0.2948000133037567
246,0.016300000250339508,0.5733000040054321,0.2948000133037567
247,0.016300000250339508,0.5733000040054321,0.2948000133037567
248,0.016300000250339508,0.5733000040054321,0.2948000133037567
249,0.016300000250339508,0.5733000040054321,0.2948000133037567
250,0.016300000250339508,0.5733000040054321,0.2948000133037567
251,0.016300000250339508,0.5733000040054321,0.2948000133037567
252,0.016300000250339508,0.5733000040054321,0.2948000133037567
253,0.016300000250339508,0.5733000040054321,0.2948000133037567
254,0.016300000250339508,0.5733000040054321,0.2948000133037567
255,0.016300000250339508,0.5733000040054321,0.2948000133037567
256,0.016300000250339508,0.5733000040054321,0.2948000133037567
257,0.016300000250339508,0.5733000040054321,0.2948000133037567
258,0.016300000250339508,0.5733000040054321,0.2948000133037567
